Row_ID,Order_ID,Order_Date,Order_Year,Order_Month,Order_Month_Name,Ship_Date,Delivery_Days,Customer_ID,Customer_Name,Segment,Region,State,City,Category,Sub_Category,Sales
1070,US-2016-150161,25-07-2016,2016,7,July,29-07-2016,4,RB-19795,Ross Baird,Home Office,East,Pennsylvania,Philadelphia,Office Supplies,Binders,25.18
1071,CA-2016-144652,20-11-2016,2016,11,November,26-11-2016,6,SN-20560,Skye Norling,Home Office,West,California,Los Angeles,Office Supplies,Art,19.46
1072,CA-2017-152814,28-04-2017,2017,4,April,02-05-2017,4,EH-14005,Erica Hernandez,Home Office,West,Colorado,Denver,Office Supplies,Paper,29.47
1073,CA-2018-106943,14-11-2018,2018,11,November,19-11-2018,5,FO-14305,Frank Olsen,Consumer,East,New York,New York City,Office Supplies,Binders,8.64
1074,CA-2017-134348,12-11-2017,2017,11,November,19-11-2017,7,MS-17710,Maurice Satty,Consumer,West,Arizona,Mesa,Office Supplies,Binders,6.27
1075,CA-2017-134348,12-11-2017,2017,11,November,19-11-2017,7,MS-17710,Maurice Satty,Consumer,West,Arizona,Mesa,Office Supplies,Binders,4.37
1076,CA-2017-134348,12-11-2017,2017,11,November,19-11-2017,7,MS-17710,Maurice Satty,Consumer,West,Arizona,Mesa,Technology,Accessories,31.98
1077,CA-2017-161781,29-09-2017,2017,9,September,30-09-2017,1,CC-12100,Chad Cunningham,Home Office,Central,Indiana,Columbus,Office Supplies,Art,40.88
1078,CA-2018-132521,23-09-2018,2018,9,September,25-09-2018,2,DW-13540,Don Weiss,Consumer,West,Washington,Seattle,Office Supplies,Appliances,119.96
1079,CA-2018-132521,23-09-2018,2018,9,September,25-09-2018,2,DW-13540,Don Weiss,Consumer,West,Washington,Seattle,Office Supplies,Storage,31.44
108,CA-2018-119004,23-11-2018,2018,11,November,28-11-2018,5,JM-15250,Janet Martin,Consumer,South,North Carolina,Charlotte,Technology,Phones,27.99
1080,CA-2018-132521,23-09-2018,2018,9,September,25-09-2018,2,DW-13540,Don Weiss,Consumer,West,Washington,Seattle,Office Supplies,Binders,6.88
1081,CA-2016-110016,29-11-2016,2016,11,November,04-12-2016,5,BT-11395,Bill Tyler,Corporate,Central,Michigan,Detroit,Office Supplies,Paper,19.92
1082,CA-2016-110016,29-11-2016,2016,11,November,04-12-2016,5,BT-11395,Bill Tyler,Corporate,Central,Michigan,Detroit,Furniture,Chairs,1106.91
1083,US-2017-143819,01-03-2017,2017,3,March,05-03-2017,4,KD-16270,Karen Daniels,Consumer,East,New York,Yonkers,Furniture,Tables,836.59
1084,US-2017-143819,01-03-2017,2017,3,March,05-03-2017,4,KD-16270,Karen Daniels,Consumer,East,New York,Yonkers,Office Supplies,Paper,26.38
1085,US-2017-143819,01-03-2017,2017,3,March,05-03-2017,4,KD-16270,Karen Daniels,Consumer,East,New York,Yonkers,Office Supplies,Storage,362.92
1086,US-2017-143819,01-03-2017,2017,3,March,05-03-2017,4,KD-16270,Karen Daniels,Consumer,East,New York,Yonkers,Technology,Machines,4899.93
1087,CA-2017-167584,12-08-2017,2017,8,August,12-08-2017,0,LC-16870,Lena Cacioppo,Consumer,Central,Iowa,Des Moines,Office Supplies,Paper,6.48
1088,CA-2017-166163,15-08-2017,2017,8,August,20-08-2017,5,CY-12745,Craig Yedwab,Corporate,West,California,Oakland,Technology,Phones,71.98
1089,CA-2017-166163,15-08-2017,2017,8,August,20-08-2017,5,CY-12745,Craig Yedwab,Corporate,West,California,Oakland,Office Supplies,Labels,3.15
109,CA-2018-119004,23-11-2018,2018,11,November,28-11-2018,5,JM-15250,Janet Martin,Consumer,South,North Carolina,Charlotte,Office Supplies,Art,3.3
1090,CA-2018-158407,04-06-2018,2018,6,June,10-06-2018,6,LW-16990,Lindsay Williams,Corporate,South,North Carolina,Monroe,Furniture,Furnishings,31.98
1091,CA-2018-158407,04-06-2018,2018,6,June,10-06-2018,6,LW-16990,Lindsay Williams,Corporate,South,North Carolina,Monroe,Technology,Phones,71.98
1092,CA-2016-143490,06-12-2016,2016,12,December,13-12-2016,7,NP-18325,Naresj Patel,Consumer,West,California,San Diego,Office Supplies,Art,120.15
1093,CA-2016-143490,06-12-2016,2016,12,December,13-12-2016,7,NP-18325,Naresj Patel,Consumer,West,California,San Diego,Technology,Phones,219.18
1094,CA-2016-165085,27-12-2016,2016,12,December,31-12-2016,4,BT-11485,Brad Thomas,Home Office,East,Maryland,Clinton,Office Supplies,Paper,28.9
1095,CA-2016-165085,27-12-2016,2016,12,December,31-12-2016,4,BT-11485,Brad Thomas,Home Office,East,Maryland,Clinton,Office Supplies,Appliances,355.96
1096,CA-2018-160423,21-01-2018,2018,1,January,26-01-2018,5,PS-19045,Penelope Sewall,Home Office,South,North Carolina,Charlotte,Office Supplies,Storage,348.21
1097,CA-2018-160423,21-01-2018,2018,1,January,26-01-2018,5,PS-19045,Penelope Sewall,Home Office,South,North Carolina,Charlotte,Office Supplies,Binders,35.78
1098,CA-2015-159338,25-06-2015,2015,6,June,28-06-2015,3,NS-18640,Noel Staavos,Corporate,West,California,Los Angeles,Furniture,Tables,447.84
1099,CA-2017-107216,14-06-2017,2017,6,June,17-06-2017,3,PV-18985,Paul Van Hugh,Home Office,West,California,San Francisco,Office Supplies,Art,7.04
11,CA-2015-115812,09-06-2015,2015,6,June,14-06-2015,5,BH-11710,Brosina Hoffman,Consumer,West,California,Los Angeles,Furniture,Tables,1706.18
110,CA-2016-129476,15-10-2016,2016,10,October,20-10-2016,5,PA-19060,Pete Armstrong,Home Office,Central,Illinois,Orland Park,Technology,Accessories,339.96
1100,CA-2017-107216,14-06-2017,2017,6,June,17-06-2017,3,PV-18985,Paul Van Hugh,Home Office,West,California,San Francisco,Furniture,Furnishings,8.73
1101,CA-2017-107216,14-06-2017,2017,6,June,17-06-2017,3,PV-18985,Paul Van Hugh,Home Office,West,California,San Francisco,Technology,Accessories,29.29
1102,CA-2017-107216,14-06-2017,2017,6,June,17-06-2017,3,PV-18985,Paul Van Hugh,Home Office,West,California,San Francisco,Office Supplies,Art,8.64
1103,US-2018-145863,21-04-2018,2018,4,April,27-04-2018,6,RP-19390,Resi Pölking,Consumer,Central,Texas,Houston,Office Supplies,Binders,2.69
1104,US-2018-145863,21-04-2018,2018,4,April,27-04-2018,6,RP-19390,Resi Pölking,Consumer,Central,Texas,Houston,Office Supplies,Binders,2.93
1105,CA-2017-112340,21-10-2017,2017,10,October,27-10-2017,6,NM-18520,Neoma Murray,Consumer,West,California,Riverside,Office Supplies,Paper,22.92
1106,US-2017-110156,19-11-2017,2017,11,November,24-11-2017,5,EH-13945,Eric Hoffmann,Consumer,Central,Texas,Houston,Office Supplies,Storage,100.7
1107,US-2017-110156,19-11-2017,2017,11,November,24-11-2017,5,EH-13945,Eric Hoffmann,Consumer,Central,Texas,Houston,Furniture,Furnishings,2.33
1108,US-2017-110156,19-11-2017,2017,11,November,24-11-2017,5,EH-13945,Eric Hoffmann,Consumer,Central,Texas,Houston,Office Supplies,Binders,10.78
1109,US-2017-110156,19-11-2017,2017,11,November,24-11-2017,5,EH-13945,Eric Hoffmann,Consumer,Central,Texas,Houston,Office Supplies,Fasteners,58.37
111,CA-2018-146780,25-12-2018,2018,12,December,30-12-2018,5,CV-12805,Cynthia Voltz,Corporate,East,New York,New York City,Furniture,Furnishings,41.96
1110,US-2017-110156,19-11-2017,2017,11,November,24-11-2017,5,EH-13945,Eric Hoffmann,Consumer,Central,Texas,Houston,Office Supplies,Envelopes,40.97
1111,US-2017-110156,19-11-2017,2017,11,November,24-11-2017,5,EH-13945,Eric Hoffmann,Consumer,Central,Texas,Houston,Technology,Phones,71.96
1112,US-2017-110156,19-11-2017,2017,11,November,24-11-2017,5,EH-13945,Eric Hoffmann,Consumer,Central,Texas,Houston,Office Supplies,Paper,10.37
1113,US-2017-110156,19-11-2017,2017,11,November,24-11-2017,5,EH-13945,Eric Hoffmann,Consumer,Central,Texas,Houston,Office Supplies,Binders,1.19
1114,CA-2018-140585,18-12-2018,2018,12,December,23-12-2018,5,RA-19915,Russell Applegate,Consumer,West,California,Encinitas,Office Supplies,Binders,46.67
1115,CA-2018-140585,18-12-2018,2018,12,December,23-12-2018,5,RA-19915,Russell Applegate,Consumer,West,California,Encinitas,Furniture,Bookcases,119.83
1116,CA-2018-140585,18-12-2018,2018,12,December,23-12-2018,5,RA-19915,Russell Applegate,Consumer,West,California,Encinitas,Technology,Accessories,119.98
1117,CA-2017-144855,22-07-2017,2017,7,July,24-07-2017,2,DL-13495,Dionis Lloyd,Corporate,West,California,San Francisco,Office Supplies,Labels,6.3
1118,CA-2016-142755,04-09-2016,2016,9,September,08-09-2016,4,CS-12355,Christine Sundaresam,Consumer,South,Georgia,Roswell,Office Supplies,Paper,279.9
1119,CA-2016-142755,04-09-2016,2016,9,September,08-09-2016,4,CS-12355,Christine Sundaresam,Consumer,South,Georgia,Roswell,Technology,Accessories,619.95
112,CA-2017-128867,03-11-2017,2017,11,November,10-11-2017,7,CL-12565,Clay Ludtke,Consumer,Central,Iowa,Urbandale,Office Supplies,Art,75.96
1120,CA-2016-142755,04-09-2016,2016,9,September,08-09-2016,4,CS-12355,Christine Sundaresam,Consumer,South,Georgia,Roswell,Office Supplies,Paper,4.36
1121,CA-2016-142755,04-09-2016,2016,9,September,08-09-2016,4,CS-12355,Christine Sundaresam,Consumer,South,Georgia,Roswell,Office Supplies,Envelopes,15.28
1122,US-2015-147627,20-01-2015,2015,1,January,26-01-2015,6,HL-15040,Hunter Lopez,Consumer,South,Arkansas,Jonesboro,Technology,Phones,699.93
1123,US-2015-147627,20-01-2015,2015,1,January,26-01-2015,6,HL-15040,Hunter Lopez,Consumer,South,Arkansas,Jonesboro,Office Supplies,Art,22.96
1124,US-2015-147627,20-01-2015,2015,1,January,26-01-2015,6,HL-15040,Hunter Lopez,Consumer,South,Arkansas,Jonesboro,Furniture,Furnishings,38.6
1125,US-2015-147627,20-01-2015,2015,1,January,26-01-2015,6,HL-15040,Hunter Lopez,Consumer,South,Arkansas,Jonesboro,Office Supplies,Art,6.63
1126,US-2015-147627,20-01-2015,2015,1,January,26-01-2015,6,HL-15040,Hunter Lopez,Consumer,South,Arkansas,Jonesboro,Office Supplies,Envelopes,23.34
1127,US-2015-147627,20-01-2015,2015,1,January,26-01-2015,6,HL-15040,Hunter Lopez,Consumer,South,Arkansas,Jonesboro,Furniture,Chairs,1067.94
1128,CA-2016-105970,02-03-2016,2016,3,March,07-03-2016,5,PA-19060,Pete Armstrong,Home Office,Central,Indiana,Richmond,Office Supplies,Art,10.16
1129,CA-2016-105970,02-03-2016,2016,3,March,07-03-2016,5,PA-19060,Pete Armstrong,Home Office,Central,Indiana,Richmond,Office Supplies,Envelopes,101.88
113,CA-2017-128867,03-11-2017,2017,11,November,10-11-2017,7,CL-12565,Clay Ludtke,Consumer,Central,Iowa,Urbandale,Office Supplies,Binders,27.24
1130,CA-2017-112102,12-04-2017,2017,4,April,16-04-2017,4,BD-11605,Brian Dahlen,Consumer,South,Virginia,Springfield,Furniture,Tables,343.92
1131,CA-2017-112102,12-04-2017,2017,4,April,16-04-2017,4,BD-11605,Brian Dahlen,Consumer,South,Virginia,Springfield,Office Supplies,Paper,40.99
1132,CA-2017-112102,12-04-2017,2017,4,April,16-04-2017,4,BD-11605,Brian Dahlen,Consumer,South,Virginia,Springfield,Office Supplies,Envelopes,63.9
1133,US-2017-114776,06-12-2017,2017,12,December,07-12-2017,1,GG-14650,Greg Guthrie,Corporate,West,California,Antioch,Office Supplies,Paper,19.44
1134,US-2017-134908,05-06-2017,2017,6,June,09-06-2017,4,JS-15940,Joni Sundaresam,Home Office,East,Pennsylvania,Philadelphia,Office Supplies,Storage,124.61
1135,US-2017-134908,05-06-2017,2017,6,June,09-06-2017,4,JS-15940,Joni Sundaresam,Home Office,East,Pennsylvania,Philadelphia,Office Supplies,Labels,7.56
1136,US-2017-148803,11-12-2017,2017,12,December,11-12-2017,0,LR-16915,Lena Radford,Consumer,South,Florida,Homestead,Office Supplies,Storage,85.22
1137,CA-2017-152170,12-11-2017,2017,11,November,15-11-2017,3,FH-14275,Frank Hawley,Corporate,Central,Indiana,La Porte,Office Supplies,Envelopes,287.52
1138,CA-2017-152170,12-11-2017,2017,11,November,15-11-2017,3,FH-14275,Frank Hawley,Corporate,Central,Indiana,La Porte,Office Supplies,Appliances,37.68
1139,CA-2017-152170,12-11-2017,2017,11,November,15-11-2017,3,FH-14275,Frank Hawley,Corporate,Central,Indiana,La Porte,Office Supplies,Paper,19.98
114,CA-2015-115259,25-08-2015,2015,8,August,27-08-2015,2,RC-19960,Ryan Crowe,Consumer,East,Ohio,Columbus,Office Supplies,Fasteners,40.1
1140,CA-2017-152170,12-11-2017,2017,11,November,15-11-2017,3,FH-14275,Frank Hawley,Corporate,Central,Indiana,La Porte,Office Supplies,Art,20.58
1141,CA-2017-152170,12-11-2017,2017,11,November,15-11-2017,3,FH-14275,Frank Hawley,Corporate,Central,Indiana,La Porte,Office Supplies,Binders,17.38
1142,CA-2015-146969,29-09-2015,2015,9,September,03-10-2015,4,AP-10915,Arthur Prichep,Consumer,West,California,Los Angeles,Furniture,Furnishings,204.6
1143,CA-2015-146969,29-09-2015,2015,9,September,03-10-2015,4,AP-10915,Arthur Prichep,Consumer,West,California,Los Angeles,Office Supplies,Fasteners,8.72
1144,CA-2015-146969,29-09-2015,2015,9,September,03-10-2015,4,AP-10915,Arthur Prichep,Consumer,West,California,Los Angeles,Office Supplies,Paper,6.48
1145,CA-2015-146969,29-09-2015,2015,9,September,03-10-2015,4,AP-10915,Arthur Prichep,Consumer,West,California,Los Angeles,Technology,Machines,686.32
1146,CA-2015-146969,29-09-2015,2015,9,September,03-10-2015,4,AP-10915,Arthur Prichep,Consumer,West,California,Los Angeles,Office Supplies,Storage,62.18
1147,CA-2016-112452,04-04-2016,2016,4,April,04-04-2016,0,NC-18340,Nat Carroll,Consumer,Central,Michigan,Lansing,Office Supplies,Appliances,644.08
1148,CA-2016-112452,04-04-2016,2016,4,April,04-04-2016,0,NC-18340,Nat Carroll,Consumer,Central,Michigan,Lansing,Office Supplies,Fasteners,5.84
1149,CA-2016-112452,04-04-2016,2016,4,April,04-04-2016,0,NC-18340,Nat Carroll,Consumer,Central,Michigan,Lansing,Office Supplies,Binders,12.76
115,CA-2015-115259,25-08-2015,2015,8,August,27-08-2015,2,RC-19960,Ryan Crowe,Consumer,East,Ohio,Columbus,Office Supplies,Envelopes,4.72
1150,CA-2016-112452,04-04-2016,2016,4,April,04-04-2016,0,NC-18340,Nat Carroll,Consumer,Central,Michigan,Lansing,Technology,Phones,10.95
